case,rate_hz,section,cutoff_hz,probe_hz,quantum_frames,rbj_magnitude_db,cast_state_magnitude_db,impulse_dft_magnitude_db,sustained_fundamental_db,sustained_residual_db,sustained_total_db,tail_energy,recovery_count
response-low_pass-44100-128-1-0,44100,low_pass,20.00000000000000000,4.00000000000000000,128,-0.00694314062903084,-0.00694313442895648,-0.00694368408384975,-0.00694330178897733,-132.07273373258345828,-0.00694330483075784,0.00000000000000000,0
response-low_pass-44100-255-1-0,44100,low_pass,20.00000000000000000,4.00000000000000000,255,-0.00694314062903084,-0.00694313442895648,-0.00694368408384975,-0.00694330178897733,-132.07273373258345828,-0.00694330483075784,0.00000000000000000,0
response-low_pass-44100-1024-1-0,44100,low_pass,20.00000000000000000,4.00000000000000000,1024,-0.00694314062903084,-0.00694313442895648,-0.00694368408384975,-0.00694330178897733,-132.07273373258345828,-0.00694330483075784,0.00000000000000000,0
response-low_pass-44100-1-1-1,44100,low_pass,20.00000000000000000,20.00000000000000000,1,-3.01029995672355888,-3.01030012788020995,-3.01030212893004556,-3.01030023251180889,-130.83967014523847183,-3.01030023422278203,0.00000000000000000,0
response-low_pass-44100-127-1-1,44100,low_pass,20.00000000000000000,20.00000000000000000,127,-3.01029995672355888,-3.01030012788020995,-3.01030212893004556,-3.01030023251180889,-130.83967014523847183,-3.01030023422278203,0.00000000000000000,0
response-low_pass-44100-128-1-1,44100,low_pass,20.00000000000000000,20.00000000000000000,128,-3.01029995672355888,-3.01030012788020995,-3.01030212893004556,-3.01030023251180889,-130.83967014523847183,-3.01030023422278203,0.00000000000000000,0
response-low_pass-44100-255-1-1,44100,low_pass,20.00000000000000000,20.00000000000000000,255,-3.01029995672355888,-3.01030012788020995,-3.01030212893004556,-3.01030023251180889,-130.83967014523847183,-3.01030023422278203,0.00000000000000000,0
response-low_pass-44100-1024-1-1,44100,low_pass,20.00000000000000000,20.00000000000000000,1024,-3.01029995672355888,-3.01030012788020995,-3.01030212893004556,-3.01030023251180889,-130.83967014523847183,-3.01030023422278203,0.00000000000000000,0
response-low_pass-44100-1-1-2,44100,low_pass,20.00000000000000000,80.00000000000000000,1,-24.09950686684656773,-24.09950737246508012,-24.09950314162003693,-24.09950754682086327,-149.44074491696827067,-24.09950754853030475,0.00000000000000000,0
response-low_pass-44100-127-1-2,44100,low_pass,20.00000000000000000,80.00000000000000000,127,-24.09950686684656773,-24.09950737246508012,-24.09950314162003693,-24.09950754682086327,-149.44074491696827067,-24.09950754853030475,0.00000000000000000,0
response-low_pass-44100-128-1-2,44100,low_pass,20.00000000000000000,80.00000000000000000,128,-24.09950686684656773,-24.09950737246508012,-24.09950314162003693,-24.09950754682086327,-149.44074491696827067,-24.09950754853030475,0.00000000000000000,0
response-low_pass-44100-255-1-2,44100,low_pass,20.00000000000000000,80.00000000000000000,255,-24.09950686684656773,-24.09950737246508012,-24.09950314162003693,-24.09950754682086327,-149.44074491696827067,-24.09950754853030475,0.00000000000000000,0
response-low_pass-44100-1024-1-2,44100,low_pass,20.00000000000000000,80.00000000000000000,1024,-24.09950686684656773,-24.09950737246508012,-24.09950314162003693,-24.09950754682086327,-149.44074491696827067,-24.09950754853030475,0.00000000000000000,0
response-low_pass-44100-1-1-3,44100,low_pass,20.00000000000000000,8820.00000000000000000,1,-108.30077871835383974,-108.30077923695714048,-108.30368718257011551,-108.30078351320273100,-157.00523723481748561,-108.30066967226139241,0.00000000000000000,0
response-low_pass-44100-127-1-3,44100,low_pass,20.00000000000000000,8820.00000000000000000,127,-108.30077871835383974,-108.30077923695714048,-108.30368718257011551,-108.30078351320273100,-157.00523723481748561,-108.30066967226139241,0.00000000000000000,0
response-low_pass-44100-128-1-3,44100,low_pass,20.00000000000000000,8820.00000000000000000,128,-108.30077871835383974,-108.30077923695714048,-108.30368718257011551,-108.30078351320273100,-157.00523723481748561,-108.30066967226139241,0.00000000000000000,0
response-low_pass-44100-255-1-3,44100,low_pass,20.00000000000000000,8820.00000000000000000,255,-108.30077871835383974,-108.30077923695714048,-108.30368718257011551,-108.30078351320273100,-157.00523723481748561,-108.30066967226139241,0.00000000000000000,0
response-low_pass-44100-1024-1-3,44100,low_pass,20.00000000000000000,8820.00000000000000000,1024,-108.30077871835383974,-108.30077923695714048,-108.30368718257011551,-108.30078351320273100,-157.00523723481748561,-108.30066967226139241,0.00000000000000000,0
response-low_pass-44100-1-1-4,44100,low_pass,20.00000000000000000,19844.00000000000000000,1,-145.85382881412508027,-145.85382933272802575,-145.74032257317315953,-145.85382932566216141,-177.91543041324800356,-145.85110408310941921,0.00000000000000000,0
response-low_pass-44100-127-1-4,44100,low_pass,20.00000000000000000,19844.00000000000000000,127,-145.85382881412508027,-145.85382933272802575,-145.74032257317315953,-145.85382932566216141,-177.91543041324800356,-145.85110408310941921,0.00000000000000000,0
response-low_pass-44100-128-1-4,44100,low_pass,20.00000000000000000,19844.00000000000000000,128,-145.85382881412508027,-145.85382933272802575,-145.74032257317315953,-145.85382932566216141,-177.91543041324800356,-145.85110408310941921,0.00000000000000000,0
response-low_pass-44100-255-1-4,44100,low_pass,20.00000000000000000,19844.00000000000000000,255,-145.85382881412508027,-145.85382933272802575,-145.74032257317315953,-145.85382932566216141,-177.91543041324800356,-145.85110408310941921,0.00000000000000000,0
response-low_pass-44100-1024-1-4,44100,low_pass,20.00000000000000000,19844.00000000000000000,1024,-145.85382881412508027,-145.85382933272802575,-145.74032257317315953,-145.85382932566216141,-177.91543041324800356,-145.85110408310941921,0.00000000000000000,0
response-low_pass-44100-1-1-5,44100,low_pass,20.00000000000000000,21609.00000000000000000,1,-173.95862577935915283,-173.95862629793501242,-175.10962835249620184,-173.95912332504809683,-183.43947356441560714,-173.48852452549607506,0.00000000000000000,0
response-low_pass-44100-127-1-5,44100,low_pass,20.00000000000000000,21609.00000000000000000,127,-173.95862577935915283,-173.95862629793501242,-175.10962835249620184,-173.95912332504809683,-183.43947356441560714,-173.48852452549607506,0.00000000000000000,0
response-low_pass-44100-128-1-5,44100,low_pass,20.00000000000000000,21609.00000000000000000,128,-173.95862577935915283,-173.95862629793501242,-175.10962835249620184,-173.95912332504809683,-183.43947356441560714,-173.48852452549607506,0.00000000000000000,0
response-low_pass-44100-255-1-5,44100,low_pass,20.00000000000000000,21609.00000000000000000,255,-173.95862577935915283,-173.95862629793501242,-175.10962835249620184,-173.95912332504809683,-183.43947356441560714,-173.48852452549607506,0.00000000000000000,0
response-low_pass-44100-1024-1-5,44100,low_pass,20.00000000000000000,21609.00000000000000000,1024,-173.95862577935915283,-173.95862629793501242,-175.10962835249620184,-173.95912332504809683,-183.43947356441560714,-173.48852452549607506,0.00000000000000000,0
response-low_pass-44100-1-2-0,44100,low_pass,100.00000000000000000,24.00000000000000000,1,-0.01438408303945028,-0.01438401769978901,-0.01438104862188346,-0.01438361822036042,-137.81239121389580760,-0.01438361953076226,0.00000000000000000,0
response-low_pass-44100-127-2-0,44100,low_pass,100.00000000000000000,24.00000000000000000,127,-0.01438408303945028,-0.01438401769978901,-0.01438104862188346,-0.01438361822036042,-137.81239121389580760,-0.01438361953076226,0.00000000000000000,0
response-low_pass-44100-128-2-0,44100,low_pass,100.00000000000000000,24.00000000000000000,128,-0.01438408303945028,-0.01438401769978901,-0.01438104862188346,-0.01438361822036042,-137.81239121389580760,-0.01438361953076226,0.00000000000000000,0
response-low_pass-44100-255-2-0,44100,low_pass,100.00000000000000000,24.00000000000000000,255,-0.01438408303945028,-0.01438401769978901,-0.01438104862188346,-0.01438361822036042,-137.81239121389580760,-0.01438361953076226,0.00000000000000000,0
response-low_pass-44100-1024-2-0,44100,low_pass,100.00000000000000000,24.00000000000000000,1024,-0.01438408303945028,-0.01438401769978901,-0.01438104862188346,-0.01438361822036042,-137.81239121389580760,-0.01438361953076226,0.00000000000000000,0
response-low_pass-44100-1-2-1,44100,low_pass,100.00000000000000000,100.00000000000000000,1,-3.01029995663986849,-3.01029919759252751,-3.01029698607018936,-3.01030012708312888,-144.96335317155549660,-3.01030014040527583,0.00000000000000000,0
response-low_pass-44100-127-2-1,44100,low_pass,100.00000000000000000,100.00000000000000000,127,-3.01029995663986849,-3.01029919759252751,-3.01029698607018936,-3.01030012708312888,-144.96335317155549660,-3.01030014040527583,0.00000000000000000,0
response-low_pass-44100-128-2-1,44100,low_pass,100.00000000000000000,100.00000000000000000,128,-3.01029995663986849,-3.01029919759252751,-3.01029698607018936,-3.01030012708312888,-144.96335317155549660,-3.01030014040527583,0.00000000000000000,0
response-low_pass-44100-255-2-1,44100,low_pass,100.00000000000000000,100.00000000000000000,255,-3.01029995663986849,-3.01029919759252751,-3.01029698607018936,-3.01030012708312888,-144.96335317155549660,-3.01030014040527583,0.00000000000000000,0
response-low_pass-44100-1024-2-1,44100,low_pass,100.00000000000000000,100.00000000000000000,1024,-3.01029995663986849,-3.01029919759252751,-3.01029698607018936,-3.01030012708312888,-144.96335317155549660,-3.01030014040527583,0.00000000000000000,0
response-low_pass-44100-1-2-2,44100,low_pass,100.00000000000000000,400.00000000000000000,1,-24.10372292666849603,-24.10372245563559090,-24.10371818990293491,-24.10372280117089261,-157.31146243502126936,-24.10372281449211584,0.00000000000000000,0
response-low_pass-44100-127-2-2,44100,low_pass,100.00000000000000000,400.00000000000000000,127,-24.10372292666849603,-24.10372245563559090,-24.10371818990293491,-24.10372280117089261,-157.31146243502126936,-24.10372281449211584,0.00000000000000000,0
response-low_pass-44100-128-2-2,44100,low_pass,100.00000000000000000,400.00000000000000000,128,-24.10372292666849603,-24.10372245563559090,-24.10371818990293491,-24.10372280117089261,-157.31146243502126936,-24.10372281449211584,0.00000000000000000,0
response-low_pass-44100-255-2-2,44100,low_pass,100.00000000000000000,400.00000000000000000,255,-24.10372292666849603,-24.10372245563559090,-24.10371818990293491,-24.10372280117089261,-157.31146243502126936,-24.10372281449211584,0.00000000000000000,0
response-low_pass-44100-1024-2-2,44100,low_pass,100.00000000000000000,400.00000000000000000,1024,-24.10372292666849603,-24.10372245563559090,-24.10371818990293491,-24.10372280117089261,-157.31146243502126936,-24.10372281449211584,0.00000000000000000,0
response-low_pass-44100-1-2-3,44100,low_pass,100.00000000000000000,8820.00000000000000000,1,-80.34169647249527202,-80.34169606916049133,-80.34160113951243432,-80.34169616717825591,-169.36045971992879799,-80.34169624972916779,0.00000000000000000,0
response-low_pass-44100-127-2-3,44100,low_pass,100.00000000000000000,8820.00000000000000000,127,-80.34169647249527202,-80.34169606916049133,-80.34160113951243432,-80.34169616717825591,-169.36045971992879799,-80.34169624972916779,0.00000000000000000,0
response-low_pass-44100-128-2-3,44100,low_pass,100.00000000000000000,8820.00000000000000000,128,-80.34169647249527202,-80.34169606916049133,-80.34160113951243432,-80.34169616717825591,-169.36045971992879799,-80.34169624972916779,0.00000000000000000,0
response-low_pass-44100-255-2-3,44100,low_pass,100.00000000000000000,8820.00000000000000000,255,-80.34169647249527202,-80.34169606916049133,-80.34160113951243432,-80.34169616717825591,-169.36045971992879799,-80.34169624972916779,0.00000000000000000,0
response-low_pass-44100-1024-2-3,44100,low_pass,100.00000000000000000,8820.00000000000000000,1024,-80.34169647249527202,-80.34169606916049133,-80.34160113951243432,-80.34169616717825591,-169.36045971992879799,-80.34169624972916779,0.00000000000000000,0
response-low_pass-44100-1-2-4,44100,low_pass,100.00000000000000000,19844.00000000000000000,1,-117.89474652819433231,-117.89474612496465511,-117.89181185563586496,-117.89474610633908469,-171.24469862661570119,-117.89472599184847468,0.00000000000000000,0
response-low_pass-44100-127-2-4,44100,low_pass,100.00000000000000000,19844.00000000000000000,127,-117.89474652819433231,-117.89474612496465511,-117.89181185563586496,-117.89474610633908469,-171.24469862661570119,-117.89472599184847468,0.00000000000000000,0
response-low_pass-44100-128-2-4,44100,low_pass,100.00000000000000000,19844.00000000000000000,128,-117.89474652819433231,-117.89474612496465511,-117.89181185563586496,-117.89474610633908469,-171.24469862661570119,-117.89472599184847468,0.00000000000000000,0
response-low_pass-44100-255-2-4,44100,low_pass,100.00000000000000000,19844.00000000000000000,255,-117.89474652819433231,-117.89474612496465511,-117.89181185563586496,-117.89474610633908469,-171.24469862661570119,-117.89472599184847468,0.00000000000000000,0
response-low_pass-44100-1024-2-4,44100,low_pass,100.00000000000000000,19844.00000000000000000,1024,-117.89474652819433231,-117.89474612496465511,-117.89181185563586496,-117.89474610633908469,-171.24469862661570119,-117.89472599184847468,0.00000000000000000,0
response-low_pass-44100-1-2-5,44100,low_pass,100.00000000000000000,21609.00000000000000000,1,-145.99954349342164051,-145.99954309017675769,-146.03453721788565645,-146.00032914026360231,-187.64486305142096967,-145.99903163061858891,0.00000000000000000,0
response-low_pass-44100-127-2-5,44100,low_pass,100.00000000000000000,21609.00000000000000000,127,-145.99954349342164051,-145.99954309017675769,-146.03453721788565645,-146.00032914026360231,-187.64486305142096967,-145.99903163061858891,0.00000000000000000,0
response-low_pass-44100-128-2-5,44100,low_pass,100.00000000000000000,21609.00000000000000000,128,-145.99954349342164051,-145.99954309017675769,-146.03453721788565645,-146.00032914026360231,-187.64486305142096967,-145.99903163061858891,0.00000000000000000,0
response-low_pass-44100-255-2-5,44100,low_pass,100.00000000000000000,21609.00000000000000000,255,-145.99954349342164051,-145.99954309017675769,-146.03453721788565645,-146.00032914026360231,-187.64486305142096967,-145.99903163061858891,0.00000000000000000,0
response-low_pass-44100-1024-2-5,44100,low_pass,100.00000000000000000,21609.00000000000000000,1024,-145.99954349342164051,-145.99954309017675769,-146.03453721788565645,-146.00032914026360231,-187.64486305142096967,-145.99903163061858891,0.00000000000000000,0
response-low_pass-44100-1-3-0,44100,low_pass,1000.00000000000000000,252.00000000000000000,1,-0.01736849826934063,-0.01736856436613125,-0.01736924824009834,-0.01736843473920629,-145.64151839323253057,-0.01736845529674330,0.00000000000000000,0
response-low_pass-44100-127-3-0,44100,low_pass,1000.00000000000000000,252.00000000000000000,127,-0.01736849826934063,-0.01736856436613125,-0.01736924824009834,-0.01736843473920629,-145.64151839323253057,-0.01736845529674330,0.00000000000000000,0
response-low_pass-44100-128-3-0,44100,low_pass,1000.00000000000000000,252.00000000000000000,128,-0.01736849826934063,-0.01736856436613125,-0.01736924824009834,-0.01736843473920629,-145.64151839323253057,-0.01736845529674330,0.00000000000000000,0
response-low_pass-44100-255-3-0,44100,low_pass,1000.00000000000000000,252.00000000000000000,255,-0.01736849826934063,-0.01736856436613125,-0.01736924824009834,-0.01736843473920629,-145.64151839323253057,-0.01736845529674330,0.00000000000000000,0
response-low_pass-44100-1024-3-0,44100,low_pass,1000.00000000000000000,252.00000000000000000,1024,-0.01736849826934063,-0.01736856436613125,-0.01736924824009834,-0.01736843473920629,-145.64151839323253057,-0.01736845529674330,0.00000000000000000,0
response-low_pass-44100-1-3-1,44100,low_pass,1000.00000000000000000,1000.00000000000000000,1,-3.01029995663981254,-3.01030060248147757,-3.01030149602165231,-3.01030062089704398,-143.19870021084011569,-3.01030063421909411,0.00000000000000000,0
response-low_pass-44100-127-3-1,44100,low_pass,1000.00000000000000000,1000.00000000000000000,127,-3.01029995663981254,-3.01030060248147757,-3.01030149602165231,-3.01030062089704398,-143.19870021084011569,-3.01030063421909411,0.00000000000000000,0
response-low_pass-44100-128-3-1,44100,low_pass,1000.00000000000000000,1000.00000000000000000,128,-3.01029995663981254,-3.01030060248147757,-3.01030149602165231,-3.01030062089704398,-143.19870021084011569,-3.01030063421909411,0.00000000000000000,0
response-low_pass-44100-255-3-1,44100,low_pass,1000.00000000000000000,1000.00000000000000000,255,-3.01029995663981254,-3.01030060248147757,-3.01030149602165231,-3.01030062089704398,-143.19870021084011569,-3.01030063421909411,0.00000000000000000,0
response-low_pass-44100-1024-3-1,44100,low_pass,1000.00000000000000000,1000.00000000000000000,1024,-3.01029995663981254,-3.01030060248147757,-3.01030149602165231,-3.01030062089704398,-143.19870021084011569,-3.01030063421909411,0.00000000000000000,0
response-low_pass-44100-1-3-2,44100,low_pass,1000.00000000000000000,4000.00000000000000000,1,-24.54754509423004194,-24.54754541415023539,-24.54754543795225530,-24.54754541096497178,-155.29241200417129676,-24.54754542428659292,0.00000000000000000,0
response-low_pass-44100-127-3-2,44100,low_pass,1000.00000000000000000,4000.00000000000000000,127,-24.54754509423004194,-24.54754541415023539,-24.54754543795225530,-24.54754541096497178,-155.29241200417129676,-24.54754542428659292,0.00000000000000000,0
response-low_pass-44100-128-3-2,44100,low_pass,1000.00000000000000000,4000.00000000000000000,128,-24.54754509423004194,-24.54754541415023539,-24.54754543795225530,-24.54754541096497178,-155.29241200417129676,-24.54754542428659292,0.00000000000000000,0
response-low_pass-44100-255-3-2,44100,low_pass,1000.00000000000000000,4000.00000000000000000,255,-24.54754509423004194,-24.54754541415023539,-24.54754543795225530,-24.54754541096497178,-155.29241200417129676,-24.54754542428659292,0.00000000000000000,0
response-low_pass-44100-1024-3-2,44100,low_pass,1000.00000000000000000,4000.00000000000000000,1024,-24.54754509423004194,-24.54754541415023539,-24.54754543795225530,-24.54754541096497178,-155.29241200417129676,-24.54754542428659292,0.00000000000000000,0
response-low_pass-44100-1-3-3,44100,low_pass,1000.00000000000000000,8820.00000000000000000,1,-40.31297322159380769,-40.31297349133281216,-40.31297304831358019,-40.31297349486723647,-159.24206170220537615,-40.31297361766181098,0.00000000000000000,0
response-low_pass-44100-127-3-3,44100,low_pass,1000.00000000000000000,8820.00000000000000000,127,-40.31297322159380769,-40.31297349133281216,-40.31297304831358019,-40.31297349486723647,-159.24206170220537615,-40.31297361766181098,0.00000000000000000,0
response-low_pass-44100-128-3-3,44100,low_pass,1000.00000000000000000,8820.00000000000000000,128,-40.31297322159380769,-40.31297349133281216,-40.31297304831358019,-40.31297349486723647,-159.24206170220537615,-40.31297361766181098,0.00000000000000000,0
response-low_pass-44100-255-3-3,44100,low_pass,1000.00000000000000000,8820.00000000000000000,255,-40.31297322159380769,-40.31297349133281216,-40.31297304831358019,-40.31297349486723647,-159.24206170220537615,-40.31297361766181098,0.00000000000000000,0
response-low_pass-44100-1024-3-3,44100,low_pass,1000.00000000000000000,8820.00000000000000000,1024,-40.31297322159380769,-40.31297349133281216,-40.31297304831358019,-40.31297349486723647,-159.24206170220537615,-40.31297361766181098,0.00000000000000000,0
response-low_pass-44100-1-3-4,44100,low_pass,1000.00000000000000000,19844.00000000000000000,1,-77.86561927135400651,-77.86561953129603353,-77.86592764556461077,-77.86561951999917142,-159.50034080912570289,-77.86561949323366605,0.00000000000000000,0
response-low_pass-44100-127-3-4,44100,low_pass,1000.00000000000000000,19844.00000000000000000,127,-77.86561927135400651,-77.86561953129603353,-77.86592764556461077,-77.86561951999917142,-159.50034080912570289,-77.86561949323366605,0.00000000000000000,0
response-low_pass-44100-128-3-4,44100,low_pass,1000.00000000000000000,19844.00000000000000000,128,-77.86561927135400651,-77.86561953129603353,-77.86592764556461077,-77.86561951999917142,-159.50034080912570289,-77.86561949323366605,0.00000000000000000,0
response-low_pass-44100-255-3-4,44100,low_pass,1000.00000000000000000,19844.00000000000000000,255,-77.86561927135400651,-77.86561953129603353,-77.86592764556461077,-77.86561951999917142,-159.50034080912570289,-77.86561949323366605,0.00000000000000000,0
response-low_pass-44100-1024-3-4,44100,low_pass,1000.00000000000000000,19844.00000000000000000,1024,-77.86561927135400651,-77.86561953129603353,-77.86592764556461077,-77.86561951999917142,-159.50034080912570289,-77.86561949323366605,0.00000000000000000,0
response-low_pass-44100-1-3-5,44100,low_pass,1000.00000000000000000,21609.00000000000000000,1,-105.97041616570400890,-105.97041642551717189,-105.96159388438017857,-105.97127438363266094,-159.54859801978827250,-105.97044586977013125,0.00000000000000000,0
response-low_pass-44100-127-3-5,44100,low_pass,1000.00000000000000000,21609.00000000000000000,127,-105.97041616570400890,-105.97041642551717189,-105.96159388438017857,-105.97127438363266094,-159.54859801978827250,-105.97044586977013125,0.00000000000000000,0
response-low_pass-44100-128-3-5,44100,low_pass,1000.00000000000000000,21609.00000000000000000,128,-105.97041616570400890,-105.97041642551717189,-105.96159388438017857,-105.97127438363266094,-159.54859801978827250,-105.97044586977013125,0.00000000000000000,0
response-low_pass-44100-255-3-5,44100,low_pass,1000.00000000000000000,21609.00000000000000000,255,-105.97041616570400890,-105.97041642551717189,-105.96159388438017857,-105.97127438363266094,-159.54859801978827250,-105.97044586977013125,0.00000000000000000,0
response-low_pass-44100-1024-3-5,44100,low_pass,1000.00000000000000000,21609.00000000000000000,1024,-105.97041616570400890,-105.97041642551717189,-105.96159388438017857,-105.97127438363266094,-159.54859801978827250,-105.97044586977013125,0.00000000000000000,0
response-low_pass-44100-1-4-0,44100,low_pass,4410.00000000000000000,1104.00000000000000000,1,-0.01500506729534886,-0.01500506757528739,-0.01500558914138522,-0.01500507278953414,-148.45215929440647074,-0.01500507409999303,0.00000000000000000,0
response-low_pass-44100-127-4-0,44100,low_pass,4410.00000000000000000,1104.00000000000000000,127,-0.01500506729534886,-0.01500506757528739,-0.01500558914138522,-0.01500507278953414,-148.45215929440647074,-0.01500507409999303,0.00000000000000000,0
response-low_pass-44100-128-4-0,44100,low_pass,4410.00000000000000000,1104.00000000000000000,128,-0.01500506729534886,-0.01500506757528739,-0.01500558914138522,-0.01500507278953414,-148.45215929440647074,-0.01500507409999303,0.00000000000000000,0
response-low_pass-44100-255-4-0,44100,low_pass,4410.00000000000000000,1104.00000000000000000,255,-0.01500506729534886,-0.01500506757528739,-0.01500558914138522,-0.01500507278953414,-148.45215929440647074,-0.01500507409999303,0.00000000000000000,0
response-low_pass-44100-1024-4-0,44100,low_pass,4410.00000000000000000,1104.00000000000000000,1024,-0.01500506729534886,-0.01500506757528739,-0.01500558914138522,-0.01500507278953414,-148.45215929440647074,-0.01500507409999303,0.00000000000000000,0
response-low_pass-44100-1-4-1,44100,low_pass,4410.00000000000000000,4410.00000000000000000,1,-3.01029995663981653,-3.01029978812098209,-3.01030024343768643,-3.01029982652564243,-80.84757349384457825,-3.01029994934521650,0.00000000000000000,0
response-low_pass-44100-127-4-1,44100,low_pass,4410.00000000000000000,4410.00000000000000000,127,-3.01029995663981653,-3.01029978812098209,-3.01030024343768643,-3.01029982652564243,-80.84757349384457825,-3.01029994934521650,0.00000000000000000,0
response-low_pass-44100-128-4-1,44100,low_pass,4410.00000000000000000,4410.00000000000000000,128,-3.01029995663981653,-3.01029978812098209,-3.01030024343768643,-3.01029982652564243,-80.84757349384457825,-3.01029994934521650,0.00000000000000000,0
response-low_pass-44100-255-4-1,44100,low_pass,4410.00000000000000000,4410.00000000000000000,255,-3.01029995663981653,-3.01029978812098209,-3.01030024343768643,-3.01029982652564243,-80.84757349384457825,-3.01029994934521650,0.00000000000000000,0
response-low_pass-44100-1024-4-1,44100,low_pass,4410.00000000000000000,4410.00000000000000000,1024,-3.01029995663981653,-3.01029978812098209,-3.01030024343768643,-3.01029982652564243,-80.84757349384457825,-3.01029994934521650,0.00000000000000000,0
response-low_pass-44100-1-4-2,44100,low_pass,4410.00000000000000000,4412.00000000000000000,1,-3.01451199384954727,-3.01451182515467586,-3.01451228050914732,-3.01451182406004614,-146.58182567830235143,-3.01451182710211008,0.00000000000000000,0
response-low_pass-44100-127-4-2,44100,low_pass,4410.00000000000000000,4412.00000000000000000,127,-3.01451199384954727,-3.01451182515467586,-3.01451228050914732,-3.01451182406004614,-146.58182567830235143,-3.01451182710211008,0.00000000000000000,0
response-low_pass-44100-128-4-2,44100,low_pass,4410.00000000000000000,4412.00000000000000000,128,-3.01451199384954727,-3.01451182515467586,-3.01451228050914732,-3.01451182406004614,-146.58182567830235143,-3.01451182710211008,0.00000000000000000,0
response-low_pass-44100-255-4-2,44100,low_pass,4410.00000000000000000,4412.00000000000000000,255,-3.01451199384954727,-3.01451182515467586,-3.01451228050914732,-3.01451182406004614,-146.58182567830235143,-3.01451182710211008,0.00000000000000000,0
response-low_pass-44100-1024-4-2,44100,low_pass,4410.00000000000000000,4412.00000000000000000,1024,-3.01451199384954727,-3.01451182515467586,-3.01451228050914732,-3.01451182406004614,-146.58182567830235143,-3.01451182710211008,0.00000000000000000,0
response-low_pass-44100-1-4-3,44100,low_pass,4410.00000000000000000,8820.00000000000000000,1,-14.14973347970818018,-14.14973313552507328,-14.14973383824538189,-14.14973316709577134,-150.25633807807497533,-14.14973328991557544,0.00000000000000000,0
response-low_pass-44100-127-4-3,44100,low_pass,4410.00000000000000000,8820.00000000000000000,127,-14.14973347970818018,-14.14973313552507328,-14.14973383824538189,-14.14973316709577134,-150.25633807807497533,-14.14973328991557544,0.00000000000000000,0
response-low_pass-44100-128-4-3,44100,low_pass,4410.00000000000000000,8820.00000000000000000,128,-14.14973347970818018,-14.14973313552507328,-14.14973383824538189,-14.14973316709577134,-150.25633807807497533,-14.14973328991557544,0.00000000000000000,0
response-low_pass-44100-255-4-3,44100,low_pass,4410.00000000000000000,8820.00000000000000000,255,-14.14973347970818018,-14.14973313552507328,-14.14973383824538189,-14.14973316709577134,-150.25633807807497533,-14.14973328991557544,0.00000000000000000,0
response-low_pass-44100-1024-4-3,44100,low_pass,4410.00000000000000000,8820.00000000000000000,1024,-14.14973347970818018,-14.14973313552507328,-14.14973383824538189,-14.14973316709577134,-150.25633807807497533,-14.14973328991557544,0.00000000000000000,0
response-low_pass-44100-1-4-4,44100,low_pass,4410.00000000000000000,17640.00000000000000000,1,-39.05845638466504965,-39.05845602182285603,-39.05844157259258509,-39.05845623133017597,-166.75434544844094376,-39.05845635414490147,0.00000000000000000,0
response-low_pass-44100-127-4-4,44100,low_pass,4410.00000000000000000,17640.00000000000000000,127,-39.05845638466504965,-39.05845602182285603,-39.05844157259258509,-39.05845623133017597,-166.75434544844094376,-39.05845635414490147,0.00000000000000000,0
response-low_pass-44100-128-4-4,44100,low_pass,4410.00000000000000000,17640.00000000000000000,128,-39.05845638466504965,-39.05845602182285603,-39.05844157259258509,-39.05845623133017597,-166.75434544844094376,-39.05845635414490147,0.00000000000000000,0
response-low_pass-44100-255-4-4,44100,low_pass,4410.00000000000000000,17640.00000000000000000,255,-39.05845638466504965,-39.05845602182285603,-39.05844157259258509,-39.05845623133017597,-166.75434544844094376,-39.05845635414490147,0.00000000000000000,0
response-low_pass-44100-1024-4-4,44100,low_pass,4410.00000000000000000,17640.00000000000000000,1024,-39.05845638466504965,-39.05845602182285603,-39.05844157259258509,-39.05845623133017597,-166.75434544844094376,-39.05845635414490147,0.00000000000000000,0
response-low_pass-44100-1-4-5,44100,low_pass,4410.00000000000000000,19844.00000000000000000,1,-51.53248069926979724,-51.53248033616304724,-51.53244008823720890,-51.53248031537661689,-153.38333669801204451,-51.53248031813465246,0.00000000000000000,0
response-low_pass-44100-127-4-5,44100,low_pass,4410.00000000000000000,19844.00000000000000000,127,-51.53248069926979724,-51.53248033616304724,-51.53244008823720890,-51.53248031537661689,-153.38333669801204451,-51.53248031813465246,0.00000000000000000,0
response-low_pass-44100-128-4-5,44100,low_pass,4410.00000000000000000,19844.00000000000000000,128,-51.53248069926979724,-51.53248033616304724,-51.53244008823720890,-51.53248031537661689,-153.38333669801204451,-51.53248031813465246,0.00000000000000000,0
response-low_pass-44100-255-4-5,44100,low_pass,4410.00000000000000000,19844.00000000000000000,255,-51.53248069926979724,-51.53248033616304724,-51.53244008823720890,-51.53248031537661689,-153.38333669801204451,-51.53248031813465246,0.00000000000000000,0
response-low_pass-44100-1024-4-5,44100,low_pass,4410.00000000000000000,19844.00000000000000000,1024,-51.53248069926979724,-51.53248033616304724,-51.53244008823720890,-51.53248031537661689,-153.38333669801204451,-51.53248031813465246,0.00000000000000000,0
response-low_pass-44100-1-4-6,44100,low_pass,4410.00000000000000000,21609.00000000000000000,1,-79.63724719500335425,-79.63724683182580577,-79.63662728758363585,-79.63838674597923273,-136.33191914874475970,-79.63742698864291469,0.00000000000000000,0
